##;ENG;ENG;ENG;ENG;ENG;ENG;ENG;ENG;;;X;
PROV0;(Embarked);(Embarked);(Embarked);(Embarked);(Embarked);(Embarked);(Embarked);(Embarked);;;x;
PROV5296;Hakamaru;Hakamaru;Hakamaru;Hakamaru;Hakamaru;Hakamaru;Hakamaru;Hakamaru;;;X;
PROV5297;Tumukuru;Tumukuru;Tumukuru;Tumukuru;Tumukuru;Tumukuru;Tumukuru;Tumukuru;;;X;
PROV5298;Tepukamaruia;Tepukamaruia;Tepukamaruia;Tepukamaruia;Tepukamaruia;Tepukamaruia;Tepukamaruia;Tepukamaruia;;;X;
PROV5299;Alofi;Alofi;Alofi;Alofi;Alofi;Alofi;Alofi;Alofi;;;X;
PROV5300;Apia;Apia;Apia;Apia;Apia;Apia;Apia;Apia;;;X;
PROV5301;Fakaofo;Fakaofo;Fakaofo;Fakaofo;Fakaofo;Fakaofo;Fakaofo;Fakaofo;;;X;
PROV5302;Pago Pago;Pago Pago;Pago Pago;Pago Pago;Pago Pago;Pago Pago;Pago Pago;Pago Pago;;;X;
PROV5303;Nuku'alofa;Nuku'alofa;Nuku'alofa;Nuku'alofa;Nuku'alofa;Nuku'alofa;Nuku'alofa;Nuku'alofa;;;X;
PROV5304;Pangai;Pangai;Pangai;Pangai;Pangai;Pangai;Pangai;Pangai;;;X;
PROV5305;Neiafu;Neiafu;Neiafu;Neiafu;Neiafu;Neiafu;Neiafu;Neiafu;;;X;
PROV5306;Hihifo;Hihifo;Hihifo;Hihifo;Hihifo;Hihifo;Hihifo;Hihifo;;;X;
PROV5307;Safotulafai;Safotulafai;Safotulafai;Safotulafai;Safotulafai;Safotulafai;Safotulafai;Safotulafai;;;X;
PROV5308;Taulaga;Taulaga;Taulaga;Taulaga;Taulaga;Taulaga;Taulaga;Taulaga;;;X;
PROV5309;Savu;Savu;Savu;Savu;Savu;Savu;Savu;Savu;;;X;
PROV5310;Labasa;Labasa;Labasa;Labasa;Labasa;Labasa;Labasa;Labasa;;;X;
PROV5311;Mata'utu;Mata'utu;Mata'utu;Mata'utu;Mata'utu;Mata'utu;Mata'utu;Mata'utu;;;X;
PROV5312;Lautoka;Lautoka;Lautoka;Lautoka;Lautoka;Lautoka;Lautoka;Lautoka;;;X;
PROV5313;Levuka;Levuka;Levuka;Levuka;Levuka;Levuka;Levuka;Levuka;;;X;
PROV5314;Lomaloma;Lomaloma;Lomaloma;Lomaloma;Lomaloma;Lomaloma;Lomaloma;Lomaloma;;;X;
PROV5315;Tubou;Tubou;Tubou;Tubou;Tubou;Tubou;Tubou;Tubou;;;X;
PROV5316;Vaiaku;Vaiaku;Vaiaku;Vaiaku;Vaiaku;Vaiaku;Vaiaku;Vaiaku;;;X;
PROV5317;Nanumea;Nanumea;Nanumea;Nanumea;Nanumea;Nanumea;Nanumea;Nanumea;;;X;
PROV5318;Asau;Asau;Asau;Asau;Asau;Asau;Asau;Asau;;;X;
PROV5319;Rongelap;Rongelap;Rongelap;Rongelap;Rongelap;Rongelap;Rongelap;Rongelap;;;X;
PROV5320;Enewetak;Enewetak;Enewetak;Enewetak;Enewetak;Enewetak;Enewetak;Enewetak;;;X;
PROV5321;Kwajalein;Kwajalein;Kwajalein;Kwajalein;Kwajalein;Kwajalein;Kwajalein;Kwajalein;;;X;
PROV5322;Majuro;Majuro;Majuro;Majuro;Majuro;Majuro;Majuro;Majuro;;;X;
PROV5323;Makin;Makin;Makin;Makin;Makin;Makin;Makin;Makin;;;X;
PROV5324;Kariatebike;Kariatebike;Kariatebike;Kariatebike;Kariatebike;Kariatebike;Kariatebike;Kariatebike;;;X;
PROV5325;Bairiki;Bairiki;Bairiki;Bairiki;Bairiki;Bairiki;Bairiki;Bairiki;;;X;
PROV5326;Wotje;Wotje;Wotje;Wotje;Wotje;Wotje;Wotje;Wotje;;;X;
PROV5327;Ailuk;Ailuk;Ailuk;Ailuk;Ailuk;Ailuk;Ailuk;Ailuk;;;X;
PROV5328;Maloelap;Maloelap;Maloelap;Maloelap;Maloelap;Maloelap;Maloelap;Maloelap;;;X;
PROV5329;Ujae;Ujae;Ujae;Ujae;Ujae;Ujae;Ujae;Ujae;;;X;
PROV5330;Ailinglaplap;Ailinglaplap;Ailinglaplap;Ailinglaplap;Ailinglaplap;Ailinglaplap;Ailinglaplap;Ailinglaplap;;;X;
PROV5331;Jaluit;Jaluit;Jaluit;Jaluit;Jaluit;Jaluit;Jaluit;Jaluit;;;X;
PROV5332;Taboiaki;Taboiaki;Taboiaki;Taboiaki;Taboiaki;Taboiaki;Taboiaki;Taboiaki;;;X;
PROV5333;Rungata;Rungata;Rungata;Rungata;Rungata;Rungata;Rungata;Rungata;;;X;
PROV5334;Yaren;Yaren;Yaren;Yaren;Yaren;Yaren;Yaren;Yaren;;;X;
PROV5335;Kolonia;Kolonia;Kolonia;Kolonia;Kolonia;Kolonia;Kolonia;Kolonia;;;X;
PROV5336;Tofol;Tofol;Tofol;Tofol;Tofol;Tofol;Tofol;Tofol;;;X;
PROV5337;Truk;Truk;Truk;Truk;Truk;Truk;Truk;Truk;;;X;
PROV5338;Woleai;Woleai;Woleai;Woleai;Woleai;Woleai;Woleai;Woleai;;;X;
PROV5339;Colonia;Colonia;Colonia;Colonia;Colonia;Colonia;Colonia;Colonia;;;X;
PROV5340;Yap;Yap;Yap;Yap;Yap;Yap;Yap;Yap;;;X;
PROV5341;Dongosaru;Dongosaru;Dongosaru;Dongosaru;Dongosaru;Dongosaru;Dongosaru;Dongosaru;;;X;
PROV5342;Namonuito;Namonuito;Namonuito;Namonuito;Namonuito;Namonuito;Namonuito;Namonuito;;;X;
PROV5343;Ngatik;Ngatik;Ngatik;Ngatik;Ngatik;Ngatik;Ngatik;Ngatik;;;X;
PROV5344;Agana;Agana;Agana;Agana;Agana;Agana;Agana;Agana;;;X;
PROV5345;Songsong;Songsong;Songsong;Songsong;Songsong;Songsong;Songsong;Songsong;;;X;
PROV5346;Tinian;Tinian;Tinian;Tinian;Tinian;Tinian;Tinian;Tinian;;;X;
PROV5347;Chalan Piao;Chalan Piao;Chalan Piao;Chalan Piao;Chalan Piao;Chalan Piao;Chalan Piao;Chalan Piao;;;X;
PROV5348;Pagan;Pagan;Pagan;Pagan;Pagan;Pagan;Pagan;Pagan;;;X;
PROV5349;Motoyama;Motoyama;Motoyama;Motoyama;Motoyama;Motoyama;Motoyama;Motoyama;;;X;
PROV5350;Ogasawara-mura;Ogasawara-mura;Ogasawara-mura;Ogasawara-mura;Ogasawara-mura;Ogasawara-mura;Ogasawara-mura;Ogasawara-mura;;;X;
PROV5351;Moto-mura;Moto-mura;Moto-mura;Moto-mura;Moto-mura;Moto-mura;Moto-mura;Moto-mura;;;X;
PROV5352;Mitsune-mura;Mitsune-mura;Mitsune-mura;Mitsune-mura;Mitsune-mura;Mitsune-mura;Mitsune-mura;Mitsune-mura;;;X;
PROV5353;Minami Tori-shima;Minami Tori-shima;Minami Tori-shima;Minami Tori-shima;Minami Tori-shima;Minami Tori-shima;Minami Tori-shima;Minami Tori-shima;;;X;
PROV5354;Wake;Wake;Wake;Wake;Wake;Wake;Wake;Wake;;;X;
PROV5355;Tojohara;Tojohara;Tojohara;Tojohara;Tojohara;Tojohara;Tojohara;Tojohara;;;X;
PROV5356;Shana;Shana;Shana;Shana;Shana;Shana;Shana;Shana;;;X;
PROV5357;Oha;Oha;Oha;Oha;Oha;Oha;Oha;Oha;;;X;
PROV5358;Kashiwabara;Kashiwabara;Kashiwabara;Kashiwabara;Kashiwabara;Kashiwabara;Kashiwabara;Kashiwabara;;;X;
PROV5359;Maoka;Maoka;Maoka;Maoka;Maoka;Maoka;Maoka;Maoka;;;X;
PROV5360;Shikuka;Shikuka;Shikuka;Shikuka;Shikuka;Shikuka;Shikuka;Shikuka;;;X;
PROV5361;Esutoru;Esutoru;Esutoru;Esutoru;Esutoru;Esutoru;Esutoru;Esutoru;;;X;
PROV5362;Aleksandrovsk-Sahalinskij;Aleksandrovsk-Sahalinskij;Aleksandrovsk-Sahalinskij;Aleksandrovsk-Sahalinskij;Aleksandrovsk-Sahalinskij;Aleksandrovsk-Sahalinskij;Aleksandrovsk-Sahalinskij;Aleksandrovsk-Sahalinskij;;;X;
PROV5363;Nogliki;Nogliki;Nogliki;Nogliki;Nogliki;Nogliki;Nogliki;Nogliki;;;X;
PROV5364;Derbinskoe;Derbinskoe;Derbinskoe;Derbinskoe;Derbinskoe;Derbinskoe;Derbinskoe;Derbinskoe;;;X;
PROV5365;Furukamappu;Furukamappu;Furukamappu;Furukamappu;Furukamappu;Furukamappu;Furukamappu;Furukamappu;;;X;
PROV5366;Uruppu-to;Uruppu-to;Uruppu-to;Uruppu-to;Uruppu-to;Uruppu-to;Uruppu-to;Uruppu-to;;;X;
PROV5367;Onekotan-to;Onekotan-to;Onekotan-to;Onekotan-to;Onekotan-to;Onekotan-to;Onekotan-to;Onekotan-to;;;X;
PROV5368;Kushiro-shi;Kushiro-shi;Kushiro-shi;Kushiro-shi;Kushiro-shi;Kushiro-shi;Kushiro-shi;Kushiro-shi;;;X;
PROV5369;Sapporo-shi;Sapporo-shi;Sapporo-shi;Sapporo-shi;Sapporo-shi;Sapporo-shi;Sapporo-shi;Sapporo-shi;;;X;
PROV5370;Hakodate-shi;Hakodate-shi;Hakodate-shi;Hakodate-shi;Hakodate-shi;Hakodate-shi;Hakodate-shi;Hakodate-shi;;;X;
PROV5371;Asahikawa-shi;Asahikawa-shi;Asahikawa-shi;Asahikawa-shi;Asahikawa-shi;Asahikawa-shi;Asahikawa-shi;Asahikawa-shi;;;X;
PROV5372;Obihiro-shi;Obihiro-shi;Obihiro-shi;Obihiro-shi;Obihiro-shi;Obihiro-shi;Obihiro-shi;Obihiro-shi;;;X;
PROV5373;Muroran-shi;Muroran-shi;Muroran-shi;Muroran-shi;Muroran-shi;Muroran-shi;Muroran-shi;Muroran-shi;;;X;
PROV5374;Abashiri-cho;Abashiri-cho;Abashiri-cho;Abashiri-cho;Abashiri-cho;Abashiri-cho;Abashiri-cho;Abashiri-cho;;;X;
PROV5375;Sendai-shi;Sendai-shi;Sendai-shi;Sendai-shi;Sendai-shi;Sendai-shi;Sendai-shi;Sendai-shi;;;X;
PROV5376;Niigata-shi;Niigata-shi;Niigata-shi;Niigata-shi;Niigata-shi;Niigata-shi;Niigata-shi;Niigata-shi;;;X;
PROV5377;Yokohama-shi;Yokohama-shi;Yokohama-shi;Yokohama-shi;Yokohama-shi;Yokohama-shi;Yokohama-shi;Yokohama-shi;;;X;
PROV5378;Tokyo-shi;Tokyo-shi;Tokyo-shi;Tokyo-shi;Tokyo-shi;Tokyo-shi;Tokyo-shi;Tokyo-shi;;;X;
PROV5379;Hamamatsu-shi;Hamamatsu-shi;Hamamatsu-shi;Hamamatsu-shi;Hamamatsu-shi;Hamamatsu-shi;Hamamatsu-shi;Hamamatsu-shi;;;X;
PROV5380;Akita-shi;Akita-shi;Akita-shi;Akita-shi;Akita-shi;Akita-shi;Akita-shi;Akita-shi;;;X;
PROV5381;Nagano-shi;Nagano-shi;Nagano-shi;Nagano-shi;Nagano-shi;Nagano-shi;Nagano-shi;Nagano-shi;;;X;
PROV5382;Kofu-shi;Kofu-shi;Kofu-shi;Kofu-shi;Kofu-shi;Kofu-shi;Kofu-shi;Kofu-shi;;;X;
PROV5383;Takada-shi;Takada-shi;Takada-shi;Takada-shi;Takada-shi;Takada-shi;Takada-shi;Takada-shi;;;X;
PROV5384;Ueda-shi;Ueda-shi;Ueda-shi;Ueda-shi;Ueda-shi;Ueda-shi;Ueda-shi;Ueda-shi;;;X;
PROV5385;Utsunomiya-shi;Utsunomiya-shi;Utsunomiya-shi;Utsunomiya-shi;Utsunomiya-shi;Utsunomiya-shi;Utsunomiya-shi;Utsunomiya-shi;;;X;
PROV5386;Chiba-shi;Chiba-shi;Chiba-shi;Chiba-shi;Chiba-shi;Chiba-shi;Chiba-shi;Chiba-shi;;;X;
PROV5387;Mito-shi;Mito-shi;Mito-shi;Mito-shi;Mito-shi;Mito-shi;Mito-shi;Mito-shi;;;X;
PROV5388;Fukushima-shi;Fukushima-shi;Fukushima-shi;Fukushima-shi;Fukushima-shi;Fukushima-shi;Fukushima-shi;Fukushima-shi;;;X;
PROV5389;Yamagata-shi;Yamagata-shi;Yamagata-shi;Yamagata-shi;Yamagata-shi;Yamagata-shi;Yamagata-shi;Yamagata-shi;;;X;
PROV5390;Morioka-shi;Morioka-shi;Morioka-shi;Morioka-shi;Morioka-shi;Morioka-shi;Morioka-shi;Morioka-shi;;;X;
PROV5391;Aomori-shi;Aomori-shi;Aomori-shi;Aomori-shi;Aomori-shi;Aomori-shi;Aomori-shi;Aomori-shi;;;X;
PROV5392;Iwaki-shi;Iwaki-shi;Iwaki-shi;Iwaki-shi;Iwaki-shi;Iwaki-shi;Iwaki-shi;Iwaki-shi;;;X;
PROV5393;Ryotsu-cho;Ryotsu-cho;Ryotsu-cho;Ryotsu-cho;Ryotsu-cho;Ryotsu-cho;Ryotsu-cho;Ryotsu-cho;;;X;
PROV5394;Kobe-shi;Kobe-shi;Kobe-shi;Kobe-shi;Kobe-shi;Kobe-shi;Kobe-shi;Kobe-shi;;;X;
PROV5395;Kanazawa-shi;Kanazawa-shi;Kanazawa-shi;Kanazawa-shi;Kanazawa-shi;Kanazawa-shi;Kanazawa-shi;Kanazawa-shi;;;X;
PROV5396;Nagoya-shi;Nagoya-shi;Nagoya-shi;Nagoya-shi;Nagoya-shi;Nagoya-shi;Nagoya-shi;Nagoya-shi;;;X;
PROV5397;Kyoto-shi;Kyoto-shi;Kyoto-shi;Kyoto-shi;Kyoto-shi;Kyoto-shi;Kyoto-shi;Kyoto-shi;;;X;
PROV5398;Osaka-shi;Osaka-shi;Osaka-shi;Osaka-shi;Osaka-shi;Osaka-shi;Osaka-shi;Osaka-shi;;;X;
PROV5399;Hiroshima-shi;Hiroshima-shi;Hiroshima-shi;Hiroshima-shi;Hiroshima-shi;Hiroshima-shi;Hiroshima-shi;Hiroshima-shi;;;X;
PROV5400;Yamaguchi-shi;Yamaguchi-shi;Yamaguchi-shi;Yamaguchi-shi;Yamaguchi-shi;Yamaguchi-shi;Yamaguchi-shi;Yamaguchi-shi;;;X;
PROV5401;Matsue-shi;Matsue-shi;Matsue-shi;Matsue-shi;Matsue-shi;Matsue-shi;Matsue-shi;Matsue-shi;;;X;
PROV5402;Okayama-shi;Okayama-shi;Okayama-shi;Okayama-shi;Okayama-shi;Okayama-shi;Okayama-shi;Okayama-shi;;;X;
PROV5403;Tottori-shi;Tottori-shi;Tottori-shi;Tottori-shi;Tottori-shi;Tottori-shi;Tottori-shi;Tottori-shi;;;X;
PROV5404;Wakayama-shi;Wakayama-shi;Wakayama-shi;Wakayama-shi;Wakayama-shi;Wakayama-shi;Wakayama-shi;Wakayama-shi;;;X;
PROV5405;Yokkaichi-shi;Yokkaichi-shi;Yokkaichi-shi;Yokkaichi-shi;Yokkaichi-shi;Yokkaichi-shi;Yokkaichi-shi;Yokkaichi-shi;;;X;
PROV5406;Fukui-shi;Fukui-shi;Fukui-shi;Fukui-shi;Fukui-shi;Fukui-shi;Fukui-shi;Fukui-shi;;;X;
PROV5407;Gifu-shi;Gifu-shi;Gifu-shi;Gifu-shi;Gifu-shi;Gifu-shi;Gifu-shi;Gifu-shi;;;X;
PROV5408;Saigo-cho;Saigo-cho;Saigo-cho;Saigo-cho;Saigo-cho;Saigo-cho;Saigo-cho;Saigo-cho;;;X;
PROV5409;Matsuyama-shi;Matsuyama-shi;Matsuyama-shi;Matsuyama-shi;Matsuyama-shi;Matsuyama-shi;Matsuyama-shi;Matsuyama-shi;;;X;
PROV5410;Fukuoka-shi;Fukuoka-shi;Fukuoka-shi;Fukuoka-shi;Fukuoka-shi;Fukuoka-shi;Fukuoka-shi;Fukuoka-shi;;;X;
PROV5411;Kagoshima-shi;Kagoshima-shi;Kagoshima-shi;Kagoshima-shi;Kagoshima-shi;Kagoshima-shi;Kagoshima-shi;Kagoshima-shi;;;X;
PROV5412;Kumamoto-shi;Kumamoto-shi;Kumamoto-shi;Kumamoto-shi;Kumamoto-shi;Kumamoto-shi;Kumamoto-shi;Kumamoto-shi;;;X;
PROV5413;Miyazaki-shi;Miyazaki-shi;Miyazaki-shi;Miyazaki-shi;Miyazaki-shi;Miyazaki-shi;Miyazaki-shi;Miyazaki-shi;;;X;
PROV5414;Oita-shi;Oita-shi;Oita-shi;Oita-shi;Oita-shi;Oita-shi;Oita-shi;Oita-shi;;;X;
PROV5415;Takamatsu-shi;Takamatsu-shi;Takamatsu-shi;Takamatsu-shi;Takamatsu-shi;Takamatsu-shi;Takamatsu-shi;Takamatsu-shi;;;X;
PROV5416;Tsushima-shi;Tsushima-shi;Tsushima-shi;Tsushima-shi;Tsushima-shi;Tsushima-shi;Tsushima-shi;Tsushima-shi;;;X;
PROV5417;Kochi-shi;Kochi-shi;Kochi-shi;Kochi-shi;Kochi-shi;Kochi-shi;Kochi-shi;Kochi-shi;;;X;
PROV5418;Nishinoomote-shi;Nishinoomote-shi;Nishinoomote-shi;Nishinoomote-shi;Nishinoomote-shi;Nishinoomote-shi;Nishinoomote-shi;Nishinoomote-shi;;;X;
PROV5419;Naze-shi;Naze-shi;Naze-shi;Naze-shi;Naze-shi;Naze-shi;Naze-shi;Naze-shi;;;X;
PROV5420;Naha-shi;Naha-shi;Naha-shi;Naha-shi;Naha-shi;Naha-shi;Naha-shi;Naha-shi;;;X;
PROV5421;Gusukube-cho;Gusukube-cho;Gusukube-cho;Gusukube-cho;Gusukube-cho;Gusukube-cho;Gusukube-cho;Gusukube-cho;;;X;
PROV5422;Nago-shi;Nago-shi;Nago-shi;Nago-shi;Nago-shi;Nago-shi;Nago-shi;Nago-shi;;;X;
PROV5423;Senkaku Retto;Senkaku Retto;Senkaku Retto;Senkaku Retto;Senkaku Retto;Senkaku Retto;Senkaku Retto;Senkaku Retto;;;X;
PROV5424;Maynila;Maynila;Maynila;Maynila;Maynila;Maynila;Maynila;Maynila;;;X;
PROV5425;Olongapo;Olongapo;Olongapo;Olongapo;Olongapo;Olongapo;Olongapo;Olongapo;;;X;
PROV5426;Angeles;Angeles;Angeles;Angeles;Angeles;Angeles;Angeles;Angeles;;;X;
PROV5427;Baguio;Baguio;Baguio;Baguio;Baguio;Baguio;Baguio;Baguio;;;X;
PROV5428;Tuguegarao;Tuguegarao;Tuguegarao;Tuguegarao;Tuguegarao;Tuguegarao;Tuguegarao;Tuguegarao;;;X;
PROV5429;Legazpi;Legazpi;Legazpi;Legazpi;Legazpi;Legazpi;Legazpi;Legazpi;;;X;
PROV5430;Masbate;Masbate;Masbate;Masbate;Masbate;Masbate;Masbate;Masbate;;;X;
PROV5431;Lucena;Lucena;Lucena;Lucena;Lucena;Lucena;Lucena;Lucena;;;X;
PROV5432;Daet;Daet;Daet;Daet;Daet;Daet;Daet;Daet;;;X;
PROV5433;San Fernando;San Fernando;San Fernando;San Fernando;San Fernando;San Fernando;San Fernando;San Fernando;;;X;
PROV5434;Laoag;Laoag;Laoag;Laoag;Laoag;Laoag;Laoag;Laoag;;;X;
PROV5435;Ilagan;Ilagan;Ilagan;Ilagan;Ilagan;Ilagan;Ilagan;Ilagan;;;X;
PROV5436;Baler;Baler;Baler;Baler;Baler;Baler;Baler;Baler;;;X;
PROV5437;Basco;Basco;Basco;Basco;Basco;Basco;Basco;Basco;;;X;
PROV5438;Calbayog;Calbayog;Calbayog;Calbayog;Calbayog;Calbayog;Calbayog;Calbayog;;;X;
PROV5439;Tacloban;Tacloban;Tacloban;Tacloban;Tacloban;Tacloban;Tacloban;Tacloban;;;X;
PROV5440;Iloilo;Iloilo;Iloilo;Iloilo;Iloilo;Iloilo;Iloilo;Iloilo;;;X;
PROV5441;Sugbo;Sugbo;Sugbo;Sugbo;Sugbo;Sugbo;Sugbo;Sugbo;;;X;
PROV5442;Tagbilaran;Tagbilaran;Tagbilaran;Tagbilaran;Tagbilaran;Tagbilaran;Tagbilaran;Tagbilaran;;;X;
PROV5443;Bacolod;Bacolod;Bacolod;Bacolod;Bacolod;Bacolod;Bacolod;Bacolod;;;X;
PROV5444;Sug;Sug;Sug;Sug;Sug;Sug;Sug;Sug;;;X;
PROV5445;Zamboanga;Zamboanga;Zamboanga;Zamboanga;Zamboanga;Zamboanga;Zamboanga;Zamboanga;;;X;
PROV5446;Cagayan de Oro;Cagayan de Oro;Cagayan de Oro;Cagayan de Oro;Cagayan de Oro;Cagayan de Oro;Cagayan de Oro;Cagayan de Oro;;;X;
PROV5447;Davao;Davao;Davao;Davao;Davao;Davao;Davao;Davao;;;X;
PROV5448;Iligan;Iligan;Iligan;Iligan;Iligan;Iligan;Iligan;Iligan;;;X;
PROV5449;Cotabato;Cotabato;Cotabato;Cotabato;Cotabato;Cotabato;Cotabato;Cotabato;;;X;
PROV5450;Glan;Glan;Glan;Glan;Glan;Glan;Glan;Glan;;;X;
PROV5451;Malaybalay;Malaybalay;Malaybalay;Malaybalay;Malaybalay;Malaybalay;Malaybalay;Malaybalay;;;X;
PROV5452;Surigao;Surigao;Surigao;Surigao;Surigao;Surigao;Surigao;Surigao;;;X;
PROV5453;Tagum;Tagum;Tagum;Tagum;Tagum;Tagum;Tagum;Tagum;;;X;
PROV5454;Puerto Princesa;Puerto Princesa;Puerto Princesa;Puerto Princesa;Puerto Princesa;Puerto Princesa;Puerto Princesa;Puerto Princesa;;;X;
PROV5455;Calapan;Calapan;Calapan;Calapan;Calapan;Calapan;Calapan;Calapan;;;X;
PROV5456;Boac;Boac;Boac;Boac;Boac;Boac;Boac;Boac;;;X;
PROV5457;Taytay;Taytay;Taytay;Taytay;Taytay;Taytay;Taytay;Taytay;;;X;
PROV5458;Kuching;Kuching;Kuching;Kuching;Kuching;Kuching;Kuching;Kuching;;;X;
PROV5459;Brunei;Brunei;Brunei;Brunei;Brunei;Brunei;Brunei;Brunei;;;X;
PROV5460;Jesselton;Jesselton;Jesselton;Jesselton;Jesselton;Jesselton;Jesselton;Jesselton;;;X;
PROV5461;Miri;Miri;Miri;Miri;Miri;Miri;Miri;Miri;;;X;
PROV5462;Kapit;Kapit;Kapit;Kapit;Kapit;Kapit;Kapit;Kapit;;;X;
PROV5463;Limbang;Limbang;Limbang;Limbang;Limbang;Limbang;Limbang;Limbang;;;X;
PROV5464;Sibu;Sibu;Sibu;Sibu;Sibu;Sibu;Sibu;Sibu;;;X;
PROV5465;Victoria-Labuan;Victoria-Labuan;Victoria-Labuan;Victoria-Labuan;Victoria-Labuan;Victoria-Labuan;Victoria-Labuan;Victoria-Labuan;;;X;
PROV5466;Tawau;Tawau;Tawau;Tawau;Tawau;Tawau;Tawau;Tawau;;;X;
PROV5467;Sandakan;Sandakan;Sandakan;Sandakan;Sandakan;Sandakan;Sandakan;Sandakan;;;X;
PROV5468;Bangar;Bangar;Bangar;Bangar;Bangar;Bangar;Bangar;Bangar;;;X;
PROV5469;Nabawan;Nabawan;Nabawan;Nabawan;Nabawan;Nabawan;Nabawan;Nabawan;;;X;
PROV5470;Singkawang;Singkawang;Singkawang;Singkawang;Singkawang;Singkawang;Singkawang;Singkawang;;;X;
PROV5471;Sampit;Sampit;Sampit;Sampit;Sampit;Sampit;Sampit;Sampit;;;X;
PROV5472;Poentianak;Poentianak;Poentianak;Poentianak;Poentianak;Poentianak;Poentianak;Poentianak;;;X;
PROV5473;Longpura;Longpura;Longpura;Longpura;Longpura;Longpura;Longpura;Longpura;;;X;
PROV5474;Tarakan;Tarakan;Tarakan;Tarakan;Tarakan;Tarakan;Tarakan;Tarakan;;;X;
PROV5475;Balikpapan;Balikpapan;Balikpapan;Balikpapan;Balikpapan;Balikpapan;Balikpapan;Balikpapan;;;X;
PROV5476;Banjarmasin;Banjarmasin;Banjarmasin;Banjarmasin;Banjarmasin;Banjarmasin;Banjarmasin;Banjarmasin;;;X;
PROV5477;Malinau;Malinau;Malinau;Malinau;Malinau;Malinau;Malinau;Malinau;;;X;
PROV5478;Ranai;Ranai;Ranai;Ranai;Ranai;Ranai;Ranai;Ranai;;;X;
PROV5479;Muara Pahu;Muara Pahu;Muara Pahu;Muara Pahu;Muara Pahu;Muara Pahu;Muara Pahu;Muara Pahu;;;X;
PROV5480;Samarinda;Samarinda;Samarinda;Samarinda;Samarinda;Samarinda;Samarinda;Samarinda;;;X;
PROV5481;Tanjung Redeb;Tanjung Redeb;Tanjung Redeb;Tanjung Redeb;Tanjung Redeb;Tanjung Redeb;Tanjung Redeb;Tanjung Redeb;;;X;
PROV5482;Martapura;Martapura;Martapura;Martapura;Martapura;Martapura;Martapura;Martapura;;;X;
PROV5483;Kotabaru;Kotabaru;Kotabaru;Kotabaru;Kotabaru;Kotabaru;Kotabaru;Kotabaru;;;X;
PROV5484;Rangantamiang;Rangantamiang;Rangantamiang;Rangantamiang;Rangantamiang;Rangantamiang;Rangantamiang;Rangantamiang;;;X;
PROV5485;Karangan;Karangan;Karangan;Karangan;Karangan;Karangan;Karangan;Karangan;;;X;
PROV5486;Muara Teweh;Muara Teweh;Muara Teweh;Muara Teweh;Muara Teweh;Muara Teweh;Muara Teweh;Muara Teweh;;;X;
PROV5487;Pulang Pisau;Pulang Pisau;Pulang Pisau;Pulang Pisau;Pulang Pisau;Pulang Pisau;Pulang Pisau;Pulang Pisau;;;X;
PROV5488;Sekadau;Sekadau;Sekadau;Sekadau;Sekadau;Sekadau;Sekadau;Sekadau;;;X;
PROV5489;Sintang;Sintang;Sintang;Sintang;Sintang;Sintang;Sintang;Sintang;;;X;
PROV5490;Ketapang;Ketapang;Ketapang;Ketapang;Ketapang;Ketapang;Ketapang;Ketapang;;;X;
PROV5491;Putussibau;Putussibau;Putussibau;Putussibau;Putussibau;Putussibau;Putussibau;Putussibau;;;X;
PROV5492;Tarempa;Tarempa;Tarempa;Tarempa;Tarempa;Tarempa;Tarempa;Tarempa;;;X;
PROV5493;Kepulauan Tambelan;Kepulauan Tambelan;Kepulauan Tambelan;Kepulauan Tambelan;Kepulauan Tambelan;Kepulauan Tambelan;Kepulauan Tambelan;Kepulauan Tambelan;;;X;
PROV5494;Pangkal Pinang;Pangkal Pinang;Pangkal Pinang;Pangkal Pinang;Pangkal Pinang;Pangkal Pinang;Pangkal Pinang;Pangkal Pinang;;;X;
PROV5495;Kutaraja;Kutaraja;Kutaraja;Kutaraja;Kutaraja;Kutaraja;Kutaraja;Kutaraja;;;X;
PROV5496;Jambi;Jambi;Jambi;Jambi;Jambi;Jambi;Jambi;Jambi;;;X;
PROV5497;Padang;Padang;Padang;Padang;Padang;Padang;Padang;Padang;;;X;
PROV5498;Palembang;Palembang;Palembang;Palembang;Palembang;Palembang;Palembang;Palembang;;;X;
PROV5499;Bengkulu;Bengkulu;Bengkulu;Bengkulu;Bengkulu;Bengkulu;Bengkulu;Bengkulu;;;X;
PROV5500;Pekanbaru;Pekanbaru;Pekanbaru;Pekanbaru;Pekanbaru;Pekanbaru;Pekanbaru;Pekanbaru;;;X;
PROV5501;Oosthaven;Oosthaven;Oosthaven;Oosthaven;Oosthaven;Oosthaven;Oosthaven;Oosthaven;;;X;
PROV5502;Medan;Medan;Medan;Medan;Medan;Medan;Medan;Medan;;;X;
PROV5503;Gunungsitoli;Gunungsitoli;Gunungsitoli;Gunungsitoli;Gunungsitoli;Gunungsitoli;Gunungsitoli;Gunungsitoli;;;X;
PROV5504;Muarasiberut;Muarasiberut;Muarasiberut;Muarasiberut;Muarasiberut;Muarasiberut;Muarasiberut;Muarasiberut;;;X;
PROV5505;Tanjung Pandan;Tanjung Pandan;Tanjung Pandan;Tanjung Pandan;Tanjung Pandan;Tanjung Pandan;Tanjung Pandan;Tanjung Pandan;;;X;
